,Negative,Neutral,Positive
55249,0,0.58,0.42
55250,0,0.294,0.706
55251,0,0.311,0.689
55252,0.16,0.84,0
55253,0.021,0.623,0.356
55254,0,0.575,0.425
55255,0,0.444,0.556
55256,0,0.887,0.113
55257,0,0.687,0.313
55258,0.355,0.645,0
55259,0,0.556,0.444
55260,0.306,0.694,0
55261,0,0.541,0.459
55262,0.73,0.27,0
55263,0,0.304,0.696
55264,0.068,0.847,0.084
55265,0,0.484,0.516
55266,0.042,0.918,0.04
55267,0,1,0
55268,0,1,0
55269,0.126,0.874,0
55270,0,0.8,0.2
55271,0,1,0
55272,0,0.707,0.293
55273,0,1,0
55274,0,1,0
55275,0,0.714,0.286
55276,0.444,0.35,0.206
55277,0,0.503,0.497
55278,0,0.608,0.392
55279,0,0.256,0.744
55280,0,1,0
55281,0,0.429,0.571
55282,0,0,1
55283,0,0.406,0.594
55284,0.432,0.568,0
55285,0,0.642,0.358
55286,0,1,0
55287,0,0.709,0.291
55288,0.126,0.675,0.199
55289,0,1,0
55290,0,0.588,0.412
55291,0.252,0.748,0
55292,0,0.667,0.333
55293,0.148,0.852,0
55294,0,1,0
55295,0,0.947,0.053
55296,0.216,0.784,0
55297,0.116,0.756,0.128
55298,0,1,0
55299,0,0.345,0.655
55300,0,0.371,0.629
55301,0.083,0.862,0.055
55302,0,0.709,0.291
55303,0,1,0
55304,0,0.392,0.608
55305,0,1,0
55306,0,0.182,0.818
55307,0,1,0
55308,0,1,0
55309,0,1,0
55310,0,1,0
55311,0,1,0
55312,0,1,0
55313,0,0.637,0.363
55314,0,1,0
55315,0.524,0.476,0
55316,0,0.58,0.42
55317,0.247,0.753,0
55318,0,0.774,0.226
55319,0.272,0.728,0
55320,0.149,0.761,0.091
55321,0,0.256,0.744
55322,0.333,0.667,0
55323,0,1,0
55324,0,1,0
55325,0,0.448,0.552
55326,0,0.688,0.312
55327,0,1,0
55328,0.162,0.659,0.178
55329,0,1,0
55330,0,1,0
55331,0,0.488,0.512
55332,0,1,0
55333,0,0.909,0.091
55334,0,0.565,0.435
55335,0,1,0
55336,0,0.52,0.48
55337,0,0.339,0.661
55338,0,1,0
55339,0,0.512,0.488
55340,0,0.339,0.661
55341,0,0.566,0.434
55342,0,1,0
55343,0,1,0
55344,0,1,0
55345,0.18,0.82,0
55346,0.133,0.867,0
55347,0,1,0
55348,0.104,0.896,0
55349,0.118,0.817,0.065
55350,0,0.444,0.556
55351,0,1,0
55352,0.846,0.154,0
55353,0,0.355,0.645
55354,0,0.614,0.386
55355,0,0.339,0.661
55356,0,0.423,0.577
55357,0.364,0,0.636
55358,0,0.333,0.667
55359,0,0.494,0.506
55360,0,0,1
55361,0,1,0
55362,0.199,0.801,0
55363,0,0.27,0.73
55364,0,0.667,0.333
55365,0.224,0.526,0.25
55366,0,0.652,0.348
55367,0,0.714,0.286
55368,0,0.712,0.288
55369,0,0.594,0.406
55370,0.063,0.761,0.176
55371,0.079,0.649,0.273
55372,0.041,0.725,0.233
55373,0,1,0
55374,0,1,0
55375,0,0.48,0.52
55376,0,0.868,0.132
55377,0.325,0.546,0.128
55378,0.42,0.58,0
55379,0.125,0.875,0
55380,0,0.421,0.579
55381,0,0.619,0.381
55382,0,0.741,0.259
55383,0,0.213,0.787
55384,0,0.493,0.507
55385,0.688,0.312,0
55386,0,0.133,0.867
55387,0,0,1
55388,0,1,0
55389,0,0,1
55390,0.132,0.506,0.363
55391,0,0.68,0.32
55392,0,0.476,0.524
55393,0,1,0
55394,0,0.88,0.12
55395,0,0.396,0.604
55396,0,0.526,0.474
55397,0,0.397,0.603
55398,0.222,0.58,0.198
55399,0.105,0.718,0.177
55400,0,0.764,0.236
55401,0,1,0
55402,0.096,0.904,0
55403,0,0.838,0.162
55404,0,0.748,0.252
55405,0.342,0.658,0
55406,0.225,0.775,0
55407,0.623,0.377,0
55408,0.16,0.763,0.076
55409,0,0.455,0.545
55410,1,0,0
55411,1,0,0
55412,0,0.687,0.313
55413,0,0.549,0.451
55414,0,0.492,0.508
55415,0,0.721,0.279
55416,0.136,0.864,0
55417,0.299,0.701,0
55418,0,0.726,0.274
55419,0,0.508,0.492
55420,0,0.484,0.516
55421,0,1,0
55422,0.277,0.723,0
55423,0,0.816,0.184
55424,0,1,0
55425,0,1,0
55426,0,0.952,0.048
55427,0,0.688,0.312
55428,0.246,0.754,0
55429,0,1,0
55430,0,0.423,0.577
55431,0,0.455,0.545
55432,0,0.519,0.481
55433,0,0,1
55434,0,0.633,0.367
55435,0,0.595,0.405
55436,0,0.715,0.285
55437,0,0.345,0.655
55438,0,1,0
55439,0.412,0.588,0
55440,0,1,0
55441,0,1,0
55442,0,1,0
55443,0,1,0
55444,0.25,0.75,0
55445,0.182,0.818,0
55446,0,1,0
55447,0,0.675,0.325
55448,0,0.197,0.803
55449,0,1,0
55450,0,1,0
55451,0,1,0
55452,0,0.418,0.582
55453,0,1,0
55454,0,1,0
55455,0,1,0
55456,0.244,0.756,0
55457,0.03,0.824,0.147
55458,0,0.385,0.615
55459,0,0.385,0.615
55460,0,0.61,0.39
55461,0,0.385,0.615
55462,0,0.127,0.873
55463,0,0.365,0.635
55464,0,0,1
55465,0.299,0.46,0.241
55466,0,0.169,0.831
55467,0,0.624,0.376
55468,0,0.62,0.38
55469,0,0.557,0.443
55470,0,0.748,0.252
55471,0.23,0.641,0.128
55472,0,0.43,0.57
55473,0,0.726,0.274
55474,0,0.632,0.368
55475,0,0.66,0.34
55476,0,0.625,0.375
55477,0.064,0.752,0.184
55478,0,0.903,0.097
55479,0,1,0
55480,0,1,0
55481,0,0.887,0.113
55482,0,0.758,0.242
55483,0,0.512,0.488
55484,0.117,0.626,0.257
55485,0,0.744,0.256
55486,0.265,0.735,0
55487,0.174,0.826,0
55488,0,0.408,0.592
55489,0,1,0
55490,0,0.885,0.115
55491,0,0.622,0.378
55492,0,0.905,0.095
55493,0,1,0
55494,0.058,0.942,0
55495,0.079,0.921,0
55496,0.089,0.911,0
55497,0,1,0
55498,0,0.661,0.339
55499,0,0.284,0.716
55500,0,1,0
55501,0.41,0.59,0
55502,0.11,0.758,0.132
55503,0,0.829,0.171
55504,0,1,0
55505,0.28,0.673,0.047
55506,0,0.57,0.43
55507,0,0,1
55508,0,0.453,0.547
55509,0.148,0.852,0
55510,0,0.519,0.481
55511,0,0.376,0.624
55512,0,0.944,0.056
55513,0,0.603,0.397
55514,0,0.478,0.522
55515,0,0,1
55516,0,0.653,0.347
55517,0.171,0.829,0
55518,0.13,0.778,0.093
55519,0,0.685,0.315
55520,0.636,0.364,0
55521,0,0.872,0.128
55522,0,1,0
55523,0,1,0
55524,0,0.202,0.798
55525,0.173,0.827,0
55526,0,1,0
55527,0,1,0
55528,0.159,0.841,0
55529,0.325,0.675,0
55530,0,0.364,0.636
55531,0,0.421,0.579
55532,0,0.92,0.08
55533,0,0.628,0.372
55534,0,0.23,0.77
55535,0,0.814,0.186
55536,0,0.687,0.313
55537,0,1,0
55538,0,1,0
55539,0,0.237,0.763
55540,0,0.865,0.135
55541,0.327,0.673,0
55542,0.155,0.845,0
55543,0.182,0.818,0
55544,0.114,0.797,0.089
55545,0.567,0.433,0
55546,0,1,0
55547,0.237,0.763,0
55548,0,0.735,0.265
55549,0.277,0.723,0
55550,0,1,0
55551,0,0.77,0.23
55552,0,0.904,0.096
55553,0.688,0.312,0
55554,0,0,1
55555,0,1,0
55556,0,0.655,0.345
55557,0.09,0.581,0.328
55558,0,0.495,0.505
55559,0,1,0
55560,0,0.377,0.623
55561,0,0.594,0.406
55562,0,0.463,0.537
55563,0,0.534,0.466
55564,0,0.39,0.61
55565,0.246,0.754,0
55566,0.091,0.909,0
55567,0.294,0.706,0
55568,0,0.34,0.66
55569,0.149,0.743,0.109
55570,0,0.732,0.268
55571,0,1,0
55572,0,0.586,0.414
55573,0,0.758,0.242
55574,0.064,0.683,0.254
55575,0,0.709,0.291
55576,0,0.696,0.304
55577,0,0.535,0.465
55578,0,0.238,0.762
55579,0,0.238,0.762
55580,0,0.238,0.762
55581,0,0.238,0.762
55582,0,0,1
55583,0,0.238,0.762
55584,0,0,1
55585,0,0.238,0.762
55586,0,0.238,0.762
55587,0,0.694,0.306
55588,0,0.633,0.367
55589,0,0.256,0.744
55590,0.284,0.406,0.309
55591,0,0.256,0.744
55592,0.228,0.552,0.221
55593,0,0.435,0.565
55594,0,0,1
55595,0,0,1
55596,0,0.278,0.722
55597,0.394,0.606,0
55598,0,0.633,0.367
55599,0.115,0.802,0.083
55600,0,0.625,0.375
55601,0.348,0.652,0
55602,0.192,0.808,0
55603,0,0.448,0.552
55604,0.351,0.649,0
55605,0.273,0.727,0
55606,0,0.492,0.508
55607,0,0.843,0.157
55608,0,0.715,0.285
55609,0.112,0.499,0.389
55610,0.049,0.469,0.482
55611,0,0.358,0.642
55612,0.345,0.655,0
55613,0,1,0
55614,0.125,0.652,0.223
55615,0.31,0.69,0
55616,0,0.732,0.268
55617,0.103,0.756,0.141
55618,0,1,0
55619,0,1,0
55620,0,0.8,0.2
55621,0.132,0.601,0.267
55622,0,0.597,0.403
55623,0.334,0.36,0.306
55624,0,0.715,0.285
55625,0.177,0.664,0.159
55626,0,1,0
55627,0,0.408,0.592
55628,0.245,0.642,0.114
55629,0,1,0
55630,0,0.745,0.255
55631,0,1,0
55632,0.091,0.909,0
55633,0,0.218,0.782
55634,0,0.455,0.545
55635,0,0.381,0.619
55636,0,1,0
55637,0,1,0
55638,0,1,0
55639,0,0.913,0.087
55640,0,0.748,0.252
55641,0,0.256,0.744
55642,0.097,0.649,0.254
55643,0,0.857,0.143
55644,0,0.56,0.44
55645,0,0.789,0.211
55646,0,0.357,0.643
55647,0.28,0.4,0.32
55648,0.079,0.675,0.245
55649,0.256,0.744,0
55650,0,0.61,0.39
55651,0,0.565,0.435
55652,0,0.692,0.308
55653,0,0.377,0.623
55654,0.429,0.571,0
55655,0,1,0
55656,0,1,0
55657,0,0.238,0.762
55658,0,0.238,0.762
55659,0,0.238,0.762
55660,0,0.238,0.762
55661,0,0.238,0.762
55662,0,0.238,0.762
55663,0,0.238,0.762
55664,0,0.238,0.762
55665,0,0.238,0.762
55666,0.065,0.834,0.101
55667,0.394,0.606,0
55668,0.179,0.821,0
55669,0.06,0.94,0
55670,0.688,0.312,0
55671,0,0,1
55672,0,0,1
55673,0,0,1
55674,0,0,1
55675,0,0,1
55676,0,0,1
55677,0,0,1
55678,0,0,1
55679,0,0,1
55680,0,0.763,0.237
55681,0,0.728,0.272
55682,0.294,0.706,0
55683,0,1,0
55684,0,0.493,0.507
55685,0,0.503,0.497
55686,0,0.717,0.283
55687,0,1,0
55688,0,0.833,0.167
55689,0,1,0
55690,0,0.614,0.386
55691,0.398,0.602,0
55692,0,0,1
55693,0,0,1
55694,0,0,1
55695,0,0,1
55696,0,0,1
55697,0.148,0.667,0.185
55698,0.279,0.721,0
55699,0.6,0.4,0
55700,0,0.563,0.437
55701,0.093,0.797,0.11
55702,0,1,0
55703,0.102,0.695,0.203
55704,0.061,0.939,0
55705,0.158,0.742,0.099
55706,0.089,0.821,0.09
55707,0,0.549,0.451
55708,0.256,0.744,0
55709,0,0.821,0.179
55710,0,1,0
55711,0.1,0.9,0
55712,0,0.861,0.139
55713,0.068,0.932,0
55714,0,0.285,0.715
55715,0.073,0.823,0.104
55716,0,1,0
55717,0,1,0
55718,0.211,0.789,0
55719,0,0.682,0.318
55720,0,1,0
55721,0,0.531,0.469
55722,0.254,0.746,0
55723,0,1,0
55724,0,0.802,0.198
55725,0,0.612,0.388
55726,0,0.706,0.294
55727,0,1,0
55728,0,1,0
55729,0,0.656,0.344
55730,0,0.707,0.293
55731,0,0.753,0.247
55732,0,0.455,0.545
55733,0,0,1
55734,0,0.663,0.337
55735,0,0.556,0.444
55736,0,0.734,0.266
55737,0.187,0.509,0.305
55738,0.145,0.855,0
55739,0.092,0.68,0.228
55740,0.732,0.103,0.165
55741,0,1,0
55742,0,1,0
55743,0,1,0
55744,0,1,0
55745,0,1,0
55746,0,0.238,0.762
55747,0,0.238,0.762
55748,0,0.238,0.762
55749,0,1,0
55750,0.203,0.527,0.27
55751,0,0.499,0.501
55752,0,0.896,0.104
55753,0,1,0
55754,0.255,0.588,0.157
55755,0,0.503,0.497
55756,0,0.343,0.657
55757,0,1,0
55758,0,0.377,0.623
55759,0,0.196,0.804
55760,0,0.256,0.744
55761,0,0.238,0.762
55762,0,1,0
55763,0,0.766,0.234
55764,0.212,0.676,0.113
55765,0,1,0
55766,0.133,0.81,0.057
55767,0.423,0.577,0
55768,0.141,0.797,0.062
55769,0,1,0
55770,0,1,0
55771,0.16,0.84,0
55772,0.549,0.451,0
55773,0,0.543,0.457
55774,0,1,0
55775,0,0.638,0.362
55776,0.164,0.836,0
55777,0,1,0
55778,0.109,0.679,0.212
55779,0.239,0.761,0
55780,0,1,0
55781,0,0.238,0.762
55782,0,0.62,0.38
55783,0,1,0
55784,0,1,0
55785,0.047,0.953,0
55786,0.084,0.916,0
55787,0,0.661,0.339
55788,0,1,0
55789,0,0.556,0.444
55790,0,0.213,0.787
55791,0,0.728,0.272
55792,0,0.435,0.565
55793,0,0.308,0.692
55794,0,1,0
55795,0.167,0.833,0
55796,0.089,0.911,0
55797,0.048,0.952,0
55798,0,1,0
55799,0,1,0
55800,0.172,0.733,0.094
55801,0.251,0.599,0.15
55802,0,0.84,0.16
55803,0,0.463,0.537
55804,0,0.845,0.155
55805,0.268,0.492,0.24
55806,0,1,0
55807,0.222,0.778,0
55808,0,0.782,0.218
55809,0,0.697,0.303
55810,0,0.811,0.189
55811,0,0.61,0.39
55812,0.1,0.774,0.126
55813,0,0.238,0.762
55814,0,0,1
55815,0,0.238,0.762
55816,0,0,1
55817,0,0.508,0.492
55818,0.388,0.612,0
55819,0.196,0.804,0
55820,0.137,0.863,0
55821,0,0.256,0.744
55822,0,0,1
55823,0,0,1
55824,0,0,1
55825,0,0,1
55826,0,0.256,0.744
55827,0,0.256,0.744
55828,0,0.256,0.744
55829,0,0.256,0.744
55830,0,0.256,0.744
55831,0,0.556,0.444
55832,0,0.633,0.367
55833,0.291,0.709,0
55834,0,1,0
55835,0,0.814,0.186
55836,0,0.894,0.106
55837,0.09,0.87,0.039
55838,0,0.89,0.11
55839,0.059,0.85,0.091
55840,0,0.705,0.295
55841,0.214,0.786,0
55842,0.156,0.844,0
55843,0,0.837,0.163
55844,0,0.952,0.048
55845,0,1,0
55846,0,0.613,0.387
55847,0.117,0.752,0.131
55848,0.344,0.656,0
55849,0.168,0.618,0.214
55850,0,0.728,0.272
55851,0,1,0
55852,0,0.798,0.202
55853,0,1,0
55854,0,0.823,0.177
55855,0,1,0
55856,0,0.725,0.275
55857,0,1,0
55858,0,0.791,0.209
55859,0,0.831,0.169
55860,0,1,0
55861,0,1,0
55862,0.079,0.829,0.092
55863,0,0.757,0.243
55864,0,0.461,0.539
55865,0,0.685,0.315
55866,0,0.558,0.442
55867,0,0.328,0.672
55868,0,1,0
55869,0.089,0.812,0.1
55870,0.214,0.786,0
55871,0,1,0
55872,0,1,0
55873,0,0.609,0.391
55874,0.118,0.787,0.095
55875,0.384,0.616,0
55876,0.126,0.656,0.218
55877,0,1,0
55878,0.048,0.765,0.187
55879,0,0.602,0.398
55880,0.175,0.653,0.172
55881,0,0.594,0.406
55882,0,1,0
55883,0,1,0
55884,0,0.805,0.195
55885,0,0.299,0.701
55886,0,0.695,0.305
55887,0,0.516,0.484
55888,0,0.674,0.326
55889,0.125,0.875,0
55890,0,0,1
55891,0,0,1
55892,0,0,1
55893,0,0,1
55894,0,0,1
55895,0,0,1
55896,0,0.291,0.709
55897,0,0.679,0.321
55898,0,0.565,0.435
55899,0,0.88,0.12
55900,0,0.775,0.225
55901,0,0.545,0.455
55902,0,0.468,0.532
55903,0,0.545,0.455
55904,0,0.545,0.455
55905,0,0.545,0.455
55906,0.205,0.702,0.094
55907,0,0,1
55908,0,1,0
55909,0,0.333,0.667
55910,0,0.196,0.804
55911,0,0.552,0.448
55912,0,0.406,0.594
55913,0,0.734,0.266
55914,0,1,0
55915,0.379,0.621,0
55916,0,1,0
55917,0,1,0
55918,0,1,0
55919,0,0.333,0.667
55920,0,0.357,0.643
55921,0,0.556,0.444
55922,0,0.213,0.787
55923,0,0.791,0.209
55924,0,0.616,0.384
55925,0,0.448,0.552
55926,0.068,0.932,0
55927,0.214,0.786,0
55928,0,0.794,0.206
55929,0.574,0.426,0
55930,0,1,0
55931,0,1,0
55932,0,0.83,0.17
55933,0.376,0.456,0.167
55934,0.069,0.637,0.294
55935,0,0.448,0.552
55936,0,1,0
55937,0,1,0
55938,0.081,0.919,0
55939,0.238,0.762,0
55940,0.467,0.533,0
55941,0,1,0
55942,0,0.435,0.565
55943,0,1,0
55944,0.128,0.872,0
55945,0.444,0.556,0
55946,0.206,0.686,0.108
55947,0.137,0.863,0
55948,0.058,0.903,0.039
55949,0,1,0
55950,0.097,0.903,0
55951,0.124,0.876,0
55952,0.081,0.919,0
55953,0.144,0.856,0
55954,0,1,0
55955,0.123,0.877,0
55956,0,0.185,0.815
55957,0,0.533,0.467
55958,0,0.313,0.687
55959,0,0.654,0.346
55960,0,0.65,0.35
55961,0,0.276,0.724
55962,0,0.576,0.424
55963,0.413,0.363,0.224
55964,0.239,0.761,0
55965,0,1,0
55966,0,0.687,0.313
55967,0,0.694,0.306
55968,0,1,0
55969,0.151,0.583,0.267
55970,0,1,0
55971,0,0.833,0.167
55972,0.161,0.745,0.095
55973,0,0.709,0.291
55974,0,1,0
55975,0.111,0.8,0.089
55976,0,1,0
55977,0,0.556,0.444
55978,0.054,0.905,0.041
55979,0.106,0.666,0.228
55980,0.194,0.773,0.033
55981,0.128,0.569,0.303
55982,0,1,0
55983,0.094,0.855,0.051
55984,0,1,0
55985,0,1,0
55986,0,0.794,0.206
55987,0.109,0.891,0
55988,0.121,0.606,0.273
55989,0,1,0
55990,0,1,0
55991,0,1,0
55992,0,1,0
55993,0,1,0
55994,0,1,0
55995,0,0.637,0.363
55996,0.495,0.505,0
55997,0.147,0.853,0
55998,0,1,0
55999,0,0.457,0.543
56000,0,0.618,0.382
56001,0,1,0
56002,0.17,0.704,0.126
56003,0,0.761,0.239
56004,0,0.519,0.481
56005,0,0.517,0.483
56006,0,0,1
56007,0,0,1
56008,0,0,1
56009,0,0.238,0.762
56010,0,0.323,0.677
56011,0,0.463,0.537
56012,0,0.536,0.464
56013,0,0.455,0.545
56014,0,0.238,0.762
56015,0.318,0.682,0
56016,0,1,0
56017,0.177,0.693,0.13
56018,0,0.706,0.294
56019,0,1,0
56020,0,0.635,0.365
56021,0.214,0.52,0.266
56022,0.452,0.548,0
56023,0.252,0.748,0
56024,0.437,0.563,0
56025,0.18,0.82,0
56026,0,0.484,0.516
56027,0,1,0
56028,0.453,0.547,0
56029,0.282,0.601,0.116
56030,0.074,0.863,0.063
56031,0,0.48,0.52
56032,0.108,0.892,0
56033,0.101,0.899,0
56034,0,0.577,0.423
56035,0,1,0
56036,0,0.532,0.468
56037,0.109,0.653,0.238
56038,0.371,0.429,0.2
56039,0,1,0
56040,0,0.745,0.255
56041,0,0.488,0.512
56042,0,0.842,0.158
56043,0,1,0
56044,0,0.288,0.712
56045,0,1,0
56046,0,0.717,0.283
56047,0.194,0.806,0
56048,0,0.747,0.253
56049,0,0.519,0.481
56050,0,0.93,0.07
56051,0,0.52,0.48
56052,0.201,0.551,0.248
56053,0,1,0
56054,0.073,0.891,0.036
56055,0.051,0.819,0.131
56056,0,0.238,0.762
56057,0,0,1
56058,0,0,1
56059,0,0,1
56060,0,0.238,0.762
56061,0,0.238,0.762
56062,0,0.238,0.762
56063,0.298,0.271,0.432
56064,0,1,0
56065,0,0.351,0.649
56066,0,1,0
56067,0,1,0
56068,0,0.654,0.346
56069,0.345,0.655,0
56070,0,1,0
56071,0,0.556,0.444
56072,0.089,0.854,0.057
56073,0.273,0.727,0
56074,0.22,0.78,0
56075,0,1,0
56076,0.152,0.848,0
56077,0,0.534,0.466
56078,0,0.599,0.401
56079,0,1,0
56080,0,0.238,0.762
56081,0,0,1
56082,0,0.2,0.8
56083,0,0.682,0.318
56084,0,0.447,0.553
56085,0,0.339,0.661
56086,0.291,0.709,0
56087,0,0.53,0.47
56088,0.733,0.267,0
56089,0,0.778,0.222
56090,0,1,0
56091,0,0.654,0.346
56092,0.499,0.193,0.308
56093,0,0,1
56094,0,0.408,0.592
56095,0,1,0
56096,1,0,0
56097,0,0.883,0.117
56098,0,0.464,0.536
56099,0,0.688,0.312
56100,0,0.506,0.494
56101,0.423,0.577,0
56102,0,0.652,0.348
56103,0.193,0.807,0
56104,0.412,0.588,0
56105,0.565,0.435,0
56106,0.688,0.312,0
56107,0,1,0
56108,0.146,0.751,0.103
56109,0,0.522,0.478
56110,0,0.523,0.477
56111,0,0.613,0.387
56112,0.221,0.779,0
56113,0,1,0
56114,0,1,0
56115,0.223,0.777,0
56116,0.368,0.632,0
56117,0.099,0.619,0.282
56118,0,0.709,0.291
56119,0,0.473,0.527
56120,0,1,0
56121,0.429,0.571,0
56122,0,0.576,0.424
56123,0.778,0.222,0
56124,0.14,0.86,0
56125,0.268,0.617,0.115
56126,0,1,0
56127,0,1,0
56128,0,0.866,0.134
56129,0,1,0
56130,0.1,0.9,0
56131,0,1,0
56132,0.125,0.698,0.177
56133,0,1,0
56134,0,0,1
56135,0.102,0.657,0.241
56136,0.177,0.747,0.076
56137,0.058,0.942,0
56138,0,1,0
56139,0,0.233,0.767
56140,0,1,0
56141,0,0.693,0.307
56142,0.423,0.577,0
56143,0.141,0.8,0.059
56144,0.139,0.722,0.139
56145,0.275,0.725,0
56146,0.116,0.884,0
56147,0,0.861,0.139
56148,0,0.684,0.316
56149,0,0.492,0.508
56150,0,0.87,0.13
56151,0,0.67,0.33
56152,0.075,0.778,0.147
56153,0,0.638,0.362
56154,0.242,0.678,0.08
56155,0,0.735,0.265
56156,0,0.4,0.6
56157,0,1,0
56158,0,0.615,0.385
56159,0.216,0.784,0
56160,0,1,0
56161,0,1,0
56162,0,0.9,0.1
56163,0,1,0
56164,0.222,0.778,0
56165,0.211,0.789,0
56166,0,0.602,0.398
56167,0.091,0.909,0
56168,0,1,0
56169,0,0.909,0.091
56170,0,0.839,0.161
56171,0.251,0.749,0
56172,0.196,0.804,0
56173,0.115,0.885,0
56174,0.126,0.69,0.184
56175,0.22,0.508,0.271
56176,0.205,0.237,0.558
56177,0,1,0
56178,0,0.632,0.368
56179,0,1,0
56180,0,1,0
56181,0,0.417,0.583
56182,0,1,0
56183,0,0.238,0.762
56184,0,0.738,0.262
56185,0,0.42,0.58
56186,0,0.192,0.808
56187,0,0.763,0.237
56188,0,0.667,0.333
56189,0,1,0
56190,0,1,0
56191,0,1,0
56192,0.146,0.749,0.105
56193,0,1,0
56194,0,1,0
56195,0.345,0.655,0
56196,0,0.523,0.477
56197,0,1,0
56198,0,0.715,0.285
56199,0.048,0.952,0
56200,0,0.798,0.202
56201,0,1,0
56202,0,0.328,0.672
56203,0,0,1
56204,0,0.264,0.736
56205,0,0.703,0.297
56206,0,0.429,0.571
56207,0,0,1
56208,0,0,1
56209,0,0,1
56210,0,0,1
56211,0,0.358,0.642
56212,0,1,0
56213,0,1,0
56214,0,0.2,0.8
56215,0,1,0
56216,0.524,0.476,0
56217,0,1,0
56218,0,0.57,0.43
56219,0.043,0.957,0
56220,0,0.435,0.565
56221,0,1,0
56222,0,0.575,0.425
56223,0,0.47,0.53
56224,0.297,0.37,0.333
56225,0,0.849,0.151
56226,0,0.571,0.429
56227,0.778,0.222,0
56228,0.071,0.845,0.084
56229,0,1,0
56230,0,0.469,0.531
56231,0,0.794,0.206
56232,0,0.848,0.152
56233,0,0.721,0.279
56234,0,0.324,0.676
56235,0,0.549,0.451
56236,0.355,0.645,0
56237,0.423,0.577,0
56238,0,1,0
56239,0,0.563,0.437
56240,0,1,0
56241,0.191,0.809,0
56242,0,0.439,0.561
56243,0,0.808,0.192
56244,0,0,1
56245,0,0.515,0.485
56246,0,0.722,0.278
56247,0.081,0.877,0.043
56248,0,0.64,0.36
56249,0,0.417,0.583
56250,0,0.57,0.43
56251,0.1,0.594,0.306
56252,0,0.578,0.422
56253,0,0.847,0.153
56254,0,0.423,0.577
56255,0,0.213,0.787
56256,0.167,0.705,0.128
56257,0,1,0
56258,0,0.238,0.762
56259,0,1,0
56260,0,1,0
56261,0,0.385,0.615
56262,0,0.334,0.666
56263,0.231,0.769,0
56264,0.178,0.733,0.088
56265,0,1,0
56266,0,0.547,0.453
56267,0.236,0.764,0
56268,0,1,0
56269,0,0.647,0.353
56270,0,0.449,0.551
56271,0,0.201,0.799
56272,0,1,0
56273,0.101,0.728,0.171
56274,0.208,0.564,0.228
56275,0.092,0.753,0.155
56276,0.167,0.833,0
56277,0.44,0.56,0
56278,0.096,0.671,0.233
56279,0,1,0
56280,0,1,0
56281,0,1,0
56282,0,1,0
56283,0,0.238,0.762
56284,0,1,0
56285,0,1,0
56286,0,0.619,0.381
56287,0,0.575,0.425
56288,0,0.385,0.615
56289,0,0.513,0.487
56290,0,0.455,0.545
56291,0,0.22,0.78
56292,0,0.536,0.464
56293,0,0.684,0.316
56294,0,0.484,0.516
56295,0,0.473,0.527
56296,0,0.545,0.455
56297,0,0.802,0.198
56298,0,0.569,0.431
56299,0,0.213,0.787
56300,0.101,0.837,0.062
56301,0.688,0.312,0
56302,0,1,0
56303,0,1,0
56304,0,0.686,0.314
56305,0,0.536,0.464
56306,0,0.694,0.306
56307,0,0.894,0.106
56308,0,0.674,0.326
56309,0.107,0.893,0
56310,0,0.769,0.231
56311,0,0.417,0.583
56312,0,0.334,0.666
56313,0,1,0
56314,0,1,0
56315,0,1,0
56316,0,0.943,0.057
56317,0,1,0
56318,0,1,0
56319,0.066,0.847,0.087
56320,0,0.818,0.182
56321,0,1,0
56322,0.202,0.532,0.266
56323,0,1,0
56324,0,0.737,0.263
56325,0,0.821,0.179
56326,0,1,0
56327,0,1,0
56328,0.423,0.577,0
56329,0.369,0.631,0
56330,0,1,0
56331,0,0.508,0.492
56332,0,0.371,0.629
56333,0,0.599,0.401
56334,0,0.764,0.236
56335,0,0.683,0.317
56336,0,1,0
56337,0,0.757,0.243
56338,0,0.568,0.432
56339,0.268,0.732,0
56340,0.434,0.566,0
56341,0,1,0
56342,0.437,0.563,0
56343,0.114,0.886,0
56344,0.047,0.599,0.354
56345,0,0.674,0.326
56346,0,0.397,0.603
56347,0,0.616,0.384
56348,0,0.73,0.27
56349,0,1,0
56350,0,0.91,0.09
56351,0,0.734,0.266
56352,0.205,0.472,0.323
56353,0,0.581,0.419
56354,0,0.196,0.804
56355,0.107,0.893,0
56356,0,0.375,0.625
56357,0,0.448,0.552
56358,0,1,0
56359,0,1,0
56360,0.124,0.876,0
56361,0,0.49,0.51
56362,0.104,0.896,0
56363,0.068,0.498,0.434
56364,0,0.828,0.172
56365,0,0.505,0.495
56366,0,0.633,0.367
56367,0,0.664,0.336
56368,0,0.452,0.548
56369,0.306,0.694,0
56370,0.304,0.608,0.088
56371,0,0.267,0.733
56372,0,0.743,0.257
56373,0.083,0.798,0.12
56374,0,0.52,0.48
56375,0.118,0.882,0
56376,0,1,0
56377,0.247,0.753,0
56378,0,0.864,0.136
56379,0,1,0
56380,0,0.213,0.787
56381,0,0.73,0.27
56382,0,0.577,0.423
56383,0.118,0.882,0
56384,0,0.299,0.701
56385,0.24,0.76,0
56386,0,0.619,0.381
56387,0,1,0
56388,0.125,0.875,0
56389,0.293,0.635,0.073
56390,0.098,0.902,0
56391,0,1,0
56392,0,0.697,0.303
56393,0.157,0.843,0
56394,0.154,0.846,0
56395,0,0.465,0.535
56396,0,0,1
